gtas_hit_summary_id|hit_summary_create_date|hit_type|rule_hit_count|wl_hit_count|gtas_hit_detail_id|description|title|cond_text|rule_id|hit_detail_create_date|idTag|flight_id|origin|flight_id|destination|carrier|direction|origin_country|destination_country|eta_date|etd_date|flight_number|full_flight_number|IS_HIT_AVAILABLE|NEO4J_PARAMETER_ID|HIT_LABEL|PASSENGER-HIT_LABEL|PASSENGER_LABEL|isLastRow
20249.0|2019-05-14 13:39:26|R|5|0|41698.0|There was a match for UDR 'doc-issue-country', with id=8, and ruleId=13|doc-issue-country|Document Issuance Country is one of ('USA', 'GBR', 'ERI', 'IND', 'CHN')$$$|8|2019/05/14 13:39:26.000000000|8cd1dea14b28d0a2829010c669ab05203e63dbe2|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20249.0|2019-05-14 13:39:26|R|5|0|41699.0|There was a match for UDR 'DOCUMENT-TYPE', with id=10, and ruleId=11|DOCUMENT-TYPE|Document Type is 'P'$$$|10|2019/05/14 13:39:26.000000000|8cd1dea14b28d0a2829010c669ab05203e63dbe2|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20249.0|2019-05-14 13:39:26|R|5|0|41700.0|There was a match for UDR 'FOP-CR', with id=11, and ruleId=14|FOP-CR|Pnr Form of Payment is 'CC'$$$|11|2019/05/14 13:39:26.000000000|8cd1dea14b28d0a2829010c669ab05203e63dbe2|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20249.0|2019-05-14 13:39:26|R|5|0|41701.0|There was a match for UDR 'passenger-age', with id=12, and ruleId=15|passenger-age|Passenger Age is between (35, 75)$$$|12|2019/05/14 13:39:26.000000000|8cd1dea14b28d0a2829010c669ab05203e63dbe2|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20250.0|2019-05-14 13:39:26|R|5|0|41702.0|There was a match for UDR 'ED-hotmail.com', with id=5, and ruleId=5|ED-hotmail.com|Email Domain is 'HOTMAIL.COM'$$$|5|2019/05/14 13:39:26.000000000|2bec259026610276d8e35b92fbebaa3af14d5aae|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20250.0|2019-05-14 13:39:26|R|5|0|41703.0|There was a match for UDR 'YAHOO-email', with id=6, and ruleId=7|YAHOO-email|Email Domain is 'YAHOO.COM'$$$|6|2019/05/14 13:39:26.000000000|2bec259026610276d8e35b92fbebaa3af14d5aae|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20250.0|2019-05-14 13:39:26|R|5|0|41704.0|There was a match for UDR 'doc-issue-country', with id=8, and ruleId=13|doc-issue-country|Document Issuance Country is one of ('USA', 'GBR', 'ERI', 'IND', 'CHN')$$$|8|2019/05/14 13:39:26.000000000|2bec259026610276d8e35b92fbebaa3af14d5aae|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20250.0|2019-05-14 13:39:26|R|5|0|41705.0|There was a match for UDR 'DOCUMENT-TYPE', with id=10, and ruleId=11|DOCUMENT-TYPE|Document Type is 'P'$$$|10|2019/05/14 13:39:26.000000000|2bec259026610276d8e35b92fbebaa3af14d5aae|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20250.0|2019-05-14 13:39:26|R|5|0|41706.0|There was a match for UDR 'FOP-CR', with id=11, and ruleId=14|FOP-CR|Pnr Form of Payment is 'CC'$$$|11|2019/05/14 13:39:26.000000000|2bec259026610276d8e35b92fbebaa3af14d5aae|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20246.0|2019-05-14 13:39:26|R|6|0|41682.0|There was a match for UDR 'ED-hotmail.com', with id=5, and ruleId=5|ED-hotmail.com|Email Domain is 'HOTMAIL.COM'$$$|5|2019/05/14 13:39:26.000000000|b9b6b8d7bd12d7fba147b02a8780639aa78fdd7a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20246.0|2019-05-14 13:39:26|R|6|0|41683.0|There was a match for UDR 'YAHOO-email', with id=6, and ruleId=7|YAHOO-email|Email Domain is 'YAHOO.COM'$$$|6|2019/05/14 13:39:26.000000000|b9b6b8d7bd12d7fba147b02a8780639aa78fdd7a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20246.0|2019-05-14 13:39:26|R|6|0|41684.0|There was a match for UDR 'doc-issue-country', with id=8, and ruleId=13|doc-issue-country|Document Issuance Country is one of ('USA', 'GBR', 'ERI', 'IND', 'CHN')$$$|8|2019/05/14 13:39:26.000000000|b9b6b8d7bd12d7fba147b02a8780639aa78fdd7a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20246.0|2019-05-14 13:39:26|R|6|0|41685.0|There was a match for UDR 'DOCUMENT-TYPE', with id=10, and ruleId=11|DOCUMENT-TYPE|Document Type is 'P'$$$|10|2019/05/14 13:39:26.000000000|b9b6b8d7bd12d7fba147b02a8780639aa78fdd7a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20246.0|2019-05-14 13:39:26|R|6|0|41686.0|There was a match for UDR 'FOP-CR', with id=11, and ruleId=14|FOP-CR|Pnr Form of Payment is 'CC'$$$|11|2019/05/14 13:39:26.000000000|b9b6b8d7bd12d7fba147b02a8780639aa78fdd7a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20246.0|2019-05-14 13:39:26|R|6|0|41687.0|There was a match for UDR 'passenger-age', with id=12, and ruleId=15|passenger-age|Passenger Age is between (35, 75)$$$|12|2019/05/14 13:39:26.000000000|b9b6b8d7bd12d7fba147b02a8780639aa78fdd7a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20252.0|2019-05-14 13:39:37|R|5|0|41713.0|There was a match for UDR 'Fop-cash', with id=3, and ruleId=3|Fop-cash|Pnr Form of Payment is 'CA'$$$|3|2019/05/14 13:39:37.000000000|c87fbe08c4ca479152683ba976c899ef1f5923fa|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20252.0|2019-05-14 13:39:37|R|5|0|41714.0|There was a match for UDR 'YAHOO-email', with id=6, and ruleId=7|YAHOO-email|Email Domain is 'YAHOO.COM'$$$|6|2019/05/14 13:39:37.000000000|c87fbe08c4ca479152683ba976c899ef1f5923fa|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20252.0|2019-05-14 13:39:37|R|5|0|41715.0|There was a match for UDR 'Email-gmail', with id=7, and ruleId=8|Email-gmail|Email Domain is 'GMAIL.COM'$$$|7|2019/05/14 13:39:37.000000000|c87fbe08c4ca479152683ba976c899ef1f5923fa|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20252.0|2019-05-14 13:39:37|R|5|0|41716.0|There was a match for UDR 'doc-issue-country', with id=8, and ruleId=13|doc-issue-country|Document Issuance Country is one of ('USA', 'GBR', 'ERI', 'IND', 'CHN')$$$|8|2019/05/14 13:39:37.000000000|c87fbe08c4ca479152683ba976c899ef1f5923fa|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20252.0|2019-05-14 13:39:37|R|5|0|41717.0|There was a match for UDR 'DOCUMENT-TYPE', with id=10, and ruleId=11|DOCUMENT-TYPE|Document Type is 'P'$$$|10|2019/05/14 13:39:37.000000000|c87fbe08c4ca479152683ba976c899ef1f5923fa|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20253.0|2019-05-14 13:39:37|R|6|0|41718.0|There was a match for UDR 'Fop-cash', with id=3, and ruleId=3|Fop-cash|Pnr Form of Payment is 'CA'$$$|3|2019/05/14 13:39:37.000000000|39d98c20b1addf0a7c2efd19af4681966adeee2a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20253.0|2019-05-14 13:39:37|R|6|0|41719.0|There was a match for UDR 'YAHOO-email', with id=6, and ruleId=7|YAHOO-email|Email Domain is 'YAHOO.COM'$$$|6|2019/05/14 13:39:37.000000000|39d98c20b1addf0a7c2efd19af4681966adeee2a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20253.0|2019-05-14 13:39:37|R|6|0|41720.0|There was a match for UDR 'Email-gmail', with id=7, and ruleId=8|Email-gmail|Email Domain is 'GMAIL.COM'$$$|7|2019/05/14 13:39:37.000000000|39d98c20b1addf0a7c2efd19af4681966adeee2a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20253.0|2019-05-14 13:39:37|R|6|0|41721.0|There was a match for UDR 'doc-issue-country', with id=8, and ruleId=13|doc-issue-country|Document Issuance Country is one of ('USA', 'GBR', 'ERI', 'IND', 'CHN')$$$|8|2019/05/14 13:39:37.000000000|39d98c20b1addf0a7c2efd19af4681966adeee2a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20253.0|2019-05-14 13:39:37|R|6|0|41722.0|There was a match for UDR 'DOCUMENT-TYPE', with id=10, and ruleId=11|DOCUMENT-TYPE|Document Type is 'P'$$$|10|2019/05/14 13:39:37.000000000|39d98c20b1addf0a7c2efd19af4681966adeee2a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20253.0|2019-05-14 13:39:37|R|6|0|41723.0|There was a match for UDR 'passenger-age', with id=12, and ruleId=15|passenger-age|Passenger Age is between (35, 75)$$$|12|2019/05/14 13:39:37.000000000|39d98c20b1addf0a7c2efd19af4681966adeee2a|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20254.0|2019-05-14 13:39:37|R|6|0|41724.0|There was a match for UDR 'ED-hotmail.com', with id=5, and ruleId=5|ED-hotmail.com|Email Domain is 'HOTMAIL.COM'$$$|5|2019/05/14 13:39:37.000000000|546a47245adbe92e476d523501e876e575a55925|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20254.0|2019-05-14 13:39:37|R|6|0|41725.0|There was a match for UDR 'YAHOO-email', with id=6, and ruleId=7|YAHOO-email|Email Domain is 'YAHOO.COM'$$$|6|2019/05/14 13:39:37.000000000|546a47245adbe92e476d523501e876e575a55925|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20254.0|2019-05-14 13:39:37|R|6|0|41726.0|There was a match for UDR 'doc-issue-country', with id=8, and ruleId=13|doc-issue-country|Document Issuance Country is one of ('USA', 'GBR', 'ERI', 'IND', 'CHN')$$$|8|2019/05/14 13:39:37.000000000|546a47245adbe92e476d523501e876e575a55925|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20254.0|2019-05-14 13:39:37|R|6|0|41727.0|There was a match for UDR 'DOCUMENT-TYPE', with id=10, and ruleId=11|DOCUMENT-TYPE|Document Type is 'P'$$$|10|2019/05/14 13:39:37.000000000|546a47245adbe92e476d523501e876e575a55925|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20254.0|2019-05-14 13:39:37|R|6|0|41728.0|There was a match for UDR 'FOP-CR', with id=11, and ruleId=14|FOP-CR|Pnr Form of Payment is 'CC'$$$|11|2019/05/14 13:39:37.000000000|546a47245adbe92e476d523501e876e575a55925|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20254.0|2019-05-14 13:39:37|R|6|0|41729.0|There was a match for UDR 'passenger-age', with id=12, and ruleId=15|passenger-age|Passenger Age is between (35, 75)$$$|12|2019/05/14 13:39:37.000000000|546a47245adbe92e476d523501e876e575a55925|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20251.0|2019-05-14 13:39:37|R|6|0|41707.0|There was a match for UDR 'ED-hotmail.com', with id=5, and ruleId=5|ED-hotmail.com|Email Domain is 'HOTMAIL.COM'$$$|5|2019/05/14 13:39:37.000000000|ad1f44981ccebfa0148d4265ada4426003a0cd78|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20251.0|2019-05-14 13:39:37|R|6|0|41708.0|There was a match for UDR 'YAHOO-email', with id=6, and ruleId=7|YAHOO-email|Email Domain is 'YAHOO.COM'$$$|6|2019/05/14 13:39:37.000000000|ad1f44981ccebfa0148d4265ada4426003a0cd78|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20251.0|2019-05-14 13:39:37|R|6|0|41709.0|There was a match for UDR 'doc-issue-country', with id=8, and ruleId=13|doc-issue-country|Document Issuance Country is one of ('USA', 'GBR', 'ERI', 'IND', 'CHN')$$$|8|2019/05/14 13:39:37.000000000|ad1f44981ccebfa0148d4265ada4426003a0cd78|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20251.0|2019-05-14 13:39:37|R|6|0|41710.0|There was a match for UDR 'DOCUMENT-TYPE', with id=10, and ruleId=11|DOCUMENT-TYPE|Document Type is 'P'$$$|10|2019/05/14 13:39:37.000000000|ad1f44981ccebfa0148d4265ada4426003a0cd78|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20251.0|2019-05-14 13:39:37|R|6|0|41711.0|There was a match for UDR 'FOP-CR', with id=11, and ruleId=14|FOP-CR|Pnr Form of Payment is 'CC'$$$|11|2019/05/14 13:39:37.000000000|ad1f44981ccebfa0148d4265ada4426003a0cd78|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20251.0|2019-05-14 13:39:37|R|6|0|41712.0|There was a match for UDR 'passenger-age', with id=12, and ruleId=15|passenger-age|Passenger Age is between (35, 75)$$$|12|2019/05/14 13:39:37.000000000|ad1f44981ccebfa0148d4265ada4426003a0cd78|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20259.0|2019-05-14 13:39:37|R|6|0|41756.0|There was a match for UDR 'ED-hotmail.com', with id=5, and ruleId=5|ED-hotmail.com|Email Domain is 'HOTMAIL.COM'$$$|5|2019/05/14 13:39:37.000000000|119a2b727bbd3af6cddaf53b7b1fbeeb27a6fdc2|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20259.0|2019-05-14 13:39:37|R|6|0|41757.0|There was a match for UDR 'YAHOO-email', with id=6, and ruleId=7|YAHOO-email|Email Domain is 'YAHOO.COM'$$$|6|2019/05/14 13:39:37.000000000|119a2b727bbd3af6cddaf53b7b1fbeeb27a6fdc2|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20259.0|2019-05-14 13:39:37|R|6|0|41758.0|There was a match for UDR 'doc-issue-country', with id=8, and ruleId=13|doc-issue-country|Document Issuance Country is one of ('USA', 'GBR', 'ERI', 'IND', 'CHN')$$$|8|2019/05/14 13:39:37.000000000|119a2b727bbd3af6cddaf53b7b1fbeeb27a6fdc2|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20259.0|2019-05-14 13:39:37|R|6|0|41759.0|There was a match for UDR 'DOCUMENT-TYPE', with id=10, and ruleId=11|DOCUMENT-TYPE|Document Type is 'P'$$$|10|2019/05/14 13:39:37.000000000|119a2b727bbd3af6cddaf53b7b1fbeeb27a6fdc2|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20259.0|2019-05-14 13:39:37|R|6|0|41760.0|There was a match for UDR 'FOP-CR', with id=11, and ruleId=14|FOP-CR|Pnr Form of Payment is 'CC'$$$|11|2019/05/14 13:39:37.000000000|119a2b727bbd3af6cddaf53b7b1fbeeb27a6fdc2|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20259.0|2019-05-14 13:39:37|R|6|0|41761.0|There was a match for UDR 'passenger-age', with id=12, and ruleId=15|passenger-age|Passenger Age is between (35, 75)$$$|12|2019/05/14 13:39:37.000000000|119a2b727bbd3af6cddaf53b7b1fbeeb27a6fdc2|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20260.0|2019-05-14 13:39:37|R|8|0|41762.0|There was a match for UDR 'FOP-check', with id=4, and ruleId=4|FOP-check|Pnr Form of Payment is 'CK'$$$|4|2019/05/14 13:39:37.000000000|e4dac13502f563b37207275cea617ca0e762d694|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20260.0|2019-05-14 13:39:37|R|8|0|41763.0|There was a match for UDR 'ED-hotmail.com', with id=5, and ruleId=5|ED-hotmail.com|Email Domain is 'HOTMAIL.COM'$$$|5|2019/05/14 13:39:37.000000000|e4dac13502f563b37207275cea617ca0e762d694|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20260.0|2019-05-14 13:39:37|R|8|0|41764.0|There was a match for UDR 'YAHOO-email', with id=6, and ruleId=7|YAHOO-email|Email Domain is 'YAHOO.COM'$$$|6|2019/05/14 13:39:37.000000000|e4dac13502f563b37207275cea617ca0e762d694|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20260.0|2019-05-14 13:39:37|R|8|0|41765.0|There was a match for UDR 'Email-gmail', with id=7, and ruleId=8|Email-gmail|Email Domain is 'GMAIL.COM'$$$|7|2019/05/14 13:39:37.000000000|e4dac13502f563b37207275cea617ca0e762d694|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20260.0|2019-05-14 13:39:37|R|8|0|41766.0|There was a match for UDR 'doc-issue-country', with id=8, and ruleId=13|doc-issue-country|Document Issuance Country is one of ('USA', 'GBR', 'ERI', 'IND', 'CHN')$$$|8|2019/05/14 13:39:37.000000000|e4dac13502f563b37207275cea617ca0e762d694|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
20260.0|2019-05-14 13:39:37|R|8|0|41767.0|There was a match for UDR 'DOCUMENT-TYPE', with id=10, and ruleId=11|DOCUMENT-TYPE|Document Type is 'P'$$$|10|2019/05/14 13:39:37.000000000|e4dac13502f563b37207275cea617ca0e762d694|7781.0|BUD|7781.0|PRG|OK|A|HUN|CZE|2019-04-04 00:00:00|2019-04-04 00:00:00|0791|OK0791|Y|1|Hit|flagged|Passenger|N
